Strory,Label
سنوکر کے عالمی چیمپیئن کو 18 سالہ نوجوان کے ہاتھوں شکست,khel
’پتر تُسی مینوں اجیت پال سمجھ رئے سی؟‘,khel
سرخ نوٹ بک والے متحرک پروفیسر ڈینو,khel
آئی پی ایل: کھلاڑیوں کے لیے کورونا سے بھی بڑی مشکل کیا ہو سکتی ہے؟,khel
ٹیبل ٹینس: وہ بھی کیا اچھے دن ہوا کرتے تھے,khel
عمران خان سے ملاقات: مصباح الحق، اظہر علی اور محمد حفیظ مایوس لوٹے,khel
جب عمران خان نے تماشائی لڑکے کا گلا دبوچ لیا,khel
اوساکا کی ازارنکا کو شکست: تیسرا گرینڈ سلام ٹائٹل جیتنے پر دنیا بھر میں چرچے,khel
سکواش کے تین بڑے پاکستانی کھلاڑی جو عالمی چیمپئن نہ بن سکے,khel
لائن جج کو گیند مارنے پر جوکووچ یو ایس اوپن ٹینس ٹورنامنٹ سے باہر,khel
پاکستانی بہنیں جنھوں نے والد کے خوابوں کو ایک منفرد تعبیر دی,khel
سینیگال کی پہلی خاتون سرفر سے ملیے,khel
وہاب ریاض وہ بولر نہیں جنھیں بھلا دیا جائے,khel
پی ایس ایل 5: ملتوی شدہ چاروں میچز نومبر میں منعقد کرنے کا فیصلہ,khel
’جانی جتنا بتاتے وہ میرے بارے میں اتنا برا بھی نہیں ہوں۔۔۔‘,khel
ڈریسنگ روم سے مشورے، پیغامات نہیں آتے: بابر اعظم,khel
کچھ چیزیں تجربے سے ہی آتی ہیں!,khel
حیدرعلی: ’یہ سپیشل ٹیلنٹ معلوم ہوتا ہے‘,khel
’لیکن تب تک سبھی محمد عامر بن چکے تھے‘,khel
’لیکن تب تک سبھی محمد عامر بن چکے تھے‘,khel
ٹی 20 سیریز: مورگن اور ملان نے انگلینڈ کی جیت پر مہر لگا دی,khel
’نئی کِٹ میں سنہ 1999 کی ورلڈ کپ کِٹ کی جھلک ہے‘,khel
’۔۔۔ یا سکندر بخت ایک بار پھر مٹھائیاں بانٹیں گے‘,khel
بابر اعظم: لوگوں کی توقعات پر پورا نہ اتروں تو افسوس ہوتا ہے,khel
ٹی20 کرکٹ پاکستان کا پسندیدہ فارمیٹ کیوں,khel
سپاٹ فکسنگ سکینڈل کے 10 سال: دنیا کو دھوکہ دینے والی تین ’نو بالز‘,khel
اظہر علی کو مصباح کے سائے سے نکلنا ہو گا!,khel
اظہر علی: پہلا ٹیسٹ جیت جاتے تو آج سیریز بھی جیت چکے ہوتے,khel
تیسرا ٹیسٹ ڈرا، محمد رضوان سیریز کے بہترین کھلاڑی قرار، اینڈرسن کی 600 وکٹیں,khel
بائرن میونخ نے چھٹی مرتبہ چیمپیئنز لیگ جیت لی,khel
محمد رضوان: مجھے کسی بولر کا ڈر خوف نہیں ہوتا,khel
پاکستان کی پوری ٹیم 273 رنز پر آؤٹ، آج دوسری اننگز کا آغاز کرے گا,khel
ایشین بریڈمین ظہیرعباس آئی سی سی ہال آف فیم میں شامل,khel
نائٹ واچ مین نہ بھیجنے کا فیصلہ درست تھا: فواد عالم,khel
’یہاں شام کتنے بجے ہوتی ہے بھئی؟‘,khel
مشتاق احمد: ’ناتجربہ کار بولنگ اٹیک میں یاسر شاہ پر دباؤ ہے‘,khel
شان کا کریز پر گنگنانا، ’للی شاہ‘ اور یونس کا یاسر سے پیار,khel
اظہر علی: ’کوئی بھی کھلاڑی ایسا نہیں جو ارطغرل نہ دیکھ رہا ہو‘,khel
’ہر بادشاہ تاج نہیں پہنتا، ہمارا بادشاہ ہیلمٹ پہنتا ہے‘,khel
’میری ماروتی 800 ڈھونڈ دیں‘: تندولکر کی مداحوں سے اپیل,khel
ٹیسٹ کرکٹ میں ’خراب روشنی‘ کے مسئلے کا کیا حل ہے؟,khel
’کم روشنی سے متاثرہ ٹیسٹ میچ میں گلابی گیند کا استعمال ممکن ہے‘,khel
دوسرا ٹیسٹ میچ بارش کی وجہ سے برابر,khel
کرنسی نوٹ اور سکوں پر کھلاڑیوں کے چہرے,khel
’کچن میں کھانا بنانے والی خاتون مجھے نہ بتائے کس کا فٹ ورک اچھا ہے‘,khel
وہ پانچ میچ جو دھونی کے بغیر انڈیا ہار سکتا تھا,khel
دھونی نے خود کو ’پل دو پل کا شاعر‘ کہہ کر ریٹائرمنٹ لے لی,khel
بائرن میونخ کے ہاتھوں ایف سی بارسلونا کی شرمناک شکست,khel
75 اوورز تک سیمنگ کنڈیشنز کریئر میں پہلی بار دیکھیں: محمد رضوان,khel
انڈین کامیڈین بھارتی سنگھ گھر سے منشیات برآمد ہونے پر گرفتار,Fun Fankar
انڈیا سے لندن پہنچنے والا غریب بیلے ڈانسر,Fun Fankar
’کہے دل جدھر‘ سے پہلے جنید خان نے کبھی کیمرے پر ڈانس نہیں کیا تھا,Fun Fankar
سشمیتا سین: ’بہترین تحفہ‘ 45ویں سالگرہ پر ملا ہے,Fun Fankar
شوہر کا 20 سال پرانا خواب پورا کرنے کے لیے شو میں جانے والی خاتون کروڑ پتی بن گئیں,Fun Fankar
’اگر میں بیٹیوں کا باپ نہ ہوتا تو شاید اتنا پراگریسیو نہ ہوتا‘,Fun Fankar
’پہلے کہتے ہیں یہ تو بس روتی رہتی ہیں، جب رلاتی ہوں تو برداشت نہیں ہوتا‘,Fun Fankar
ہمالیہ کے پراسرار تفریحی مقام پر قتل: اگاتھا کرسٹی کی کہانی بالی وڈ میں,Fun Fankar
وہ ملاقات جس نے سونیا حسین کو ’سراب‘ میں کام کرنے پر آمادہ کیا,Fun Fankar
’جون ہونا کوئی مذاق نہیں‘,Fun Fankar
شرم کا تصور جو عورتوں کے پاؤں کی بیڑیاں بنے اس شرم کو بھول جانا چاہیے: سوارا,Fun Fankar
’بے بی شارک‘ یوٹیوب پر سب سے زیادہ دیکھی جانے والی ویڈیو بن گئی,Fun Fankar
جیمز بانڈ کا کردار نبھانے والے شان کونری 90 برس کی عمر میں وفات پا گئے,Fun Fankar
سری لنکن کرکٹر مرلی دھرن کی زندگی پر بننے والی فلم تنازعات کا شکار کیوں؟,Fun Fankar
پاکستانی اداکار علی خان اب برطانوی فلم میں نظر آئیں گے,Fun Fankar
کم کارڈیشیئن کی نجی جزیرے پر ’عاجزانہ‘ سالگرہ پارٹی پر کڑی تنقید,Fun Fankar
'لکشمی بم‘ کے اکشے: ’میں اس ایریا کی رانی ہوں‘,Fun Fankar
نمل نالج سٹی: ’علی ظفر کو اچانک سے کام اور پذیرائی ملنا شروع ہو گئی ہے‘,Fun Fankar
جنھوں نے ’ثبات‘ ڈرامہ نہیں دیکھا ’کیا وہ واقعی پاکستانی ہیں؟‘,Fun Fankar
آمنہ مفتی کا کالم: پاکستان اور ویب سیریز,Fun Fankar
ڈی ڈی ایل جے: جب نوجوانوں پر راج اور سمرن کا خمار چھایا تھا,Fun Fankar
جانی لیور کی بیٹی بھی اپنے والد کے نقشِ قدم پر,Fun Fankar
پاکستانی مرد سیلیبرٹیز نیل پالش لگا کر سوشل میڈیا پر تصاویر کیوں شیئر کر رہے ہیں؟,Fun Fankar
’مجھے علم نہیں تھا کہ اپنی غلطی تسلیم کرنا اتنا مشکل ہوسکتا ہے‘,Fun Fankar
کنگنا رناوت اس بار بالی وڈ ستاروں پر کیوں برس رہی ہیں؟,Fun Fankar
شاہ رخ، سلمان اور عامر خان کی پروڈکشن کمپنیوں سمیت بالی وڈ پروڈیوسرز کا انڈین چینلز پر مقدمہ,Fun Fankar
’کوہلی کی اننگز پر اب سب انوشکا کا شکریہ ادا کریں‘,Fun Fankar
’پابندی حل نہیں، اس طرح تو کل کو سارا انٹرنیٹ بند کرنا پڑے گا‘,Fun Fankar
ایرانی ثقافت اور موسیقی کے ’بین الاقوامی سفیر‘ شجریان کون تھے؟,Fun Fankar
مرزاپور کے گڈو بھائی ’علی فضل‘: ’کردار کی تیاری میں ماموؤں سے متاثر ہوا‘,Fun Fankar
ریا چکرورتی کے جیل میں شب و روز اور ان کی والدہ کے دل میں خودکشی کے خیالات,Fun Fankar
ریا چکرورتی کو منشیات کیس میں مشروط ضمانت مل گئی,Fun Fankar
گالا بسکٹ اشتہار پر بحث: ’کیا معاشرے کو ہنستی، مسکراتی، گاتی، جھومتی خواتین سے نفرت ہے؟‘,Fun Fankar
انڈین صارفین ویب سیریز ’مرزاپور 2‘ کا بائیکاٹ کیوں چاہتے ہیں؟,Fun Fankar
فیشن شو میں چلنے والے گانے کے بول میں حدیث، ریحانہ کی معذرت,Fun Fankar
اجے دیوگن کے بھائی انل دیوگن انتقال کر گئے,Fun Fankar
مس مارول کا ’متنوع کردار‘ خواتین کے لیے دلچسپی کا باعث کیوں ہے؟,Fun Fankar
کپل شرما شو کے بعد ’ارنب گوسوامی کے حامی بڑے صدمے میں ہوں گے‘,Fun Fankar
برطانیہ میں ریکارڈ ہونے والا پہلا پشتو نغمہ اور مردانہ کپڑوں والی گلوکارہ,Fun Fankar
ریپ کے الزام میں سزا یافتہ ہاروی وائن سٹائن پر جنسی حملے کے مزید چھ الزامات,Fun Fankar
پشاور میں دلیپ کمار کا گھر، ان کی یادیں اور خواہش,Fun Fankar
’یہ پھندے سے لٹک کر خود کشی کرنے کا معاملہ ہے‘: ایمز کی رپورٹ,Fun Fankar
بریٹن گاٹ ٹیلنٹ: اپنی آواز کا جادو جگانے والی پاکستانی نژاد برطانوی گلوگارہ سیرین جہانگیر,Fun Fankar
جیمز بانڈ کی نئی فلم کی ریلیز ایک بار پھر ملتوی,Fun Fankar
جب بورات لڑکی لے کر امریکی نائب صدر کی ریلی میں پہنچ گئے,Fun Fankar
شاہ رخ کی بیٹی کو ’بدصورت‘ کیوں کہا جاتا تھا؟,Fun Fankar
انور جلال شمزا کے فن پارے خاندان کو واپس کیے جانے پر سوال کیوں اٹھ رہے ہیں؟,Fun Fankar
’کے پوپ‘ گروپ بی ٹی ایس کے ساتوں اراکین اکتوبر میں کروڑ پتی بننے والے ہیں,Fun Fankar
جاپانی اداکارہ یوکو ٹیکوچی اپنے گھر میں مردہ حالت میں پائی گئیں,Fun Fankar
پشاور میں دلیپ کمار اور راج کپور کے گھروں کو محکمۂ آثارِ قدیمہ کو دینے کا فیصلہ,Fun Fankar
کیا لبرل بالی وڈ اب قوم پرستوں کے نشانے پر ہے؟,Fun Fankar
کورونا وائرس سے متاثرہ فلم انڈسٹری چھوٹی سکرین پر تکیہ کرنے پر مجبور,Fun Fankar
بالی وڈ ستاروں کی پیشیاں اور سلمان کہاں اگا رہے ہیں چاول,Fun Fankar
پشتون، پختون اور پشتین: ’کیا حقوق کا مطالبہ ہمیں انتہا پسند بناتا ہے؟‘,Fun Fankar
بالی وڈ میں منشیات کا استعمال، دپیکا پاڈوکون سمیت متعدد ستارے تحقیقات کے لیے طلب,Fun Fankar
گلوکار جان لینن کے قاتل کا اپنے اقدام پر ’سخت ندامت‘ کا اظہار,Fun Fankar
لسوڑی شاہ کا نصرت، نصرت فتح علی خان کیسے بنا,Fun Fankar
جب ایک دل جلے بیک پیکر کی انڈیا میں ’دی بیٹلز‘ سے ملاقات ہوئی,Fun Fankar
عفت عمر: ’جب آپ طنز کرتے ہیں تو وہ اتنا ہی کڑوا ہوتا ہے‘,Fun Fankar
وہ دور جب کراچی کے ہر کونے میں ایک سینما تھا,Fun Fankar
’آپ کی بیٹی پھانسی پر لٹک جاتی تو کیا تب بھی آپ یہی کہتیں‘,Fun Fankar
ایم ایف حسین نے ہندو دیویوں کو برہنہ پینٹ کیوں کیا؟,Fun Fankar
’عین ممکن ہے کہ اُن کی نیت بالکل ٹھیک ہو لیکن یہ کیا ہے‘,Fun Fankar
بالی وڈ میں منشیات کے استعمال کی کہانی,Fun Fankar
میجر عزیز بھٹی کا کردار نبھانے کے لیے برسوں انتظار کیا,Fun Fankar
’حکومت بھی خوش ہے کوئی ان سے معیشت کے بارے میں نہیں پوچھ رہا‘,Fun Fankar
کنگنا رناوت شِو سینا سے کس کی ایما پر ٹکر لے رہی ہیں؟,Fun Fankar
’جمہوریت کی موت‘: کنگنا رناوت نے اپنی ٹویٹ میں پاکستان کا نام کیوں لیا؟,Fun Fankar
لاک ڈاؤن میں بننے والی پہلی انڈین فلم جو ’جگاڑ‘ لگا کر بنائی گئی,Fun Fankar
سشانت سنگھ راجپوت: بولی وڈ اداکارہ ریا چکرورتی گرفتار,Fun Fankar
نعمان اعجاز کا عفت عمر کے ساتھ ’پرانا‘ انٹرویو کیوں وائرل ہوا؟,Fun Fankar
گوچی کی سب سے زیادہ پسند کی جانے والی انسٹا پوسٹ کے پیچھے کن خواتین کا ہاتھ ہے؟,Fun Fankar
’یاسر حسین، آپ کسی کو کچرا کیسے کہہ سکتے ہیں؟‘,Fun Fankar
کیا آپ نے پاکستان کی یہ دس ’بہترین‘ فلمیں دیکھی ہیں؟,Fun Fankar
’میڈیا ایک لڑکی کو شیطان کے طور پر پیش کر رہا ہے‘,Fun Fankar
’پوری دنیا کو بتاؤں گا میں بھی یہ کر سکتا ہوں، محتاجی تو نہیں ہونی چاہیے‘,Fun Fankar
چاڈ وک بوس مین: بلیک پینتھر فلم کے مرکزی اداکار کینسر کے باعث انتقال کر گئے,Fun Fankar
کنگنا کے ٹوئٹر پر ’ہر روز ہزاروں فالوور کم‘ کیوں ہو رہے ہیں؟,Fun Fankar
سوشانت کی گرل فرینڈ کا ’میڈیا ٹرائل‘: ’ریا انٹرویو نہیں، تفتیش کی مستحق ہیں‘,Fun Fankar
بالی وڈ راؤنڈ اپ: بیٹی کے بالی وڈ میں آنے پر سیف ناخوش!,Fun Fankar
’انوشکا اور کوہلی کی خوشخبری، اب تیمور کا کیا ہو گا‘,Fun Fankar
’جج نے کہا کہ نئے البم سے جسم فروشی کی حوصلہ افزائی ہوگی‘,Fun Fankar
عامر خان چین میں کیوں زیادہ مقبول؟ آر ایس ایس کے میگزین میں تنقید,Fun Fankar
اداکارہ عتیقہ اوڈھو: ’نو سال اذیت ناک تھے، سو بار عدالت گئی، آج انصاف ملا‘,Fun Fankar
بالی وڈ ڈائری: کنگنا کی ٹوئٹر پر عامر خان کا نام لے کر دھماکے دار انٹری,Fun Fankar
برٹنی سپیئرز: ’میری ذاتی زندگی سے والد کے کنٹرول کو ختم کیا جائے‘,Fun Fankar
’طاقتور کے سامنے سچ بولنے والے‘ حسن منہاج کا شو بند,Fun Fankar
مسجد میں گانے کی شوٹنگ پر صبا قمر اور بلال سعید کے خلاف مقدمہ درج,Fun Fankar
دی کارگل گرل: ’فلم میں انڈین فضائیہ کی غلط تصویر پیش کی گئی‘,Fun Fankar
’ڈانسنگ بوائز‘ پر مبنی شو دکھانے پر افغانستان میں غم و غصہ,Fun Fankar
اب سنجو بابا کو جادو کی جپھی کون دے گا؟,Fun Fankar
'داتا کی نگری' کے علی سبحانی بین الاقوامی فیشن کا چہرہ کیسے بنے؟,Fun Fankar
دریلس ارطغرل: ’پاکستان سے کوئی اچھی آفر آئی تو ضرور قبول کروں گا‘,Fun Fankar
’حق مانگنے پر چڑیل کہتے ہو تو ہاں میں خوشی خوشی چڑیل ہوں‘,Fun Fankar
شکنتلا دیوی پر فلم: خاتون جن کی ریاضی میں مہارت کو ’عجوبہ‘ سمجھا گیا,Fun Fankar
لالی وڈ کی فلم نگری: وہ جگہ جہاں وقت تھم سا گیا ہے,Fun Fankar
لالی وڈ: ’ہم اپ ڈیٹ نہیں ہوئے تو پیچھے رہ جائیں گے‘,Fun Fankar
سُشانت سنگھ کی ہلاکت کے معاملے میں اب کنگنا کے نشانے پر کون ہے؟,Fun Fankar
’انڈین والد‘ کے مزاحیہ تبصروں پر گلوکارہ کے ’وائرل‘ قہقہے,Fun Fankar
ڈزنی نے کورونا کے باعث اپنی بلاک بسٹر فلموں کی ریلیز ملتوی کر دی,Fun Fankar
’بائیکاٹ نیٹ فلکس‘: مندر میں بوسے کی فلمبندی پر سوشل میڈیا میں ہنگامہ,science
خلا سے گِرنے والا پتھر جو 18 لاکھ ڈالر میں فروخت نہ ہوسکا,science
پہلی صدی کے رئیس اور اس کے غلام کی لاشیں دریافت,science
نرس اریما نسرین کی یاد میں سکالرشپ کا آغاز,science
انٹرنیٹ نگرانی کے قواعد: ’حکومت کو ناقدین کے گرد گھیرا تنگ کرنےمیں آسانی ہو گی‘,science
برطانیہ کی نئی ’نیشنل سائبر فورس‘ کا کیا کام ہے؟,science
’بارڈر کے اِس پار بھی بمبئی بیکری ہے جو برسوں سے چل رہی ہے‘,science
خادم حسین رضوی: ’اختلاف کے باوجود کبھی ان کے مرنے کی خواہش نہیں کی‘,science
ایوبی شہزادوں کے دربار سے منگول خیموں تک، ایک شہزادی کی کہانی,science
ٹیپو سلطان، متعصب جہادی یا روادار حکمران؟,science
’اصل مرد وہ ہوتا ہے، جس کو درد ہوتا ہے‘,science
سالم اناج، پھلیاں اور دیگر ’پراسیسڈ غذائیں‘ جو آپ کی صحت کے لیے مفید ہیں,science
کملا ہیرس سے متعلق نفرت انگیز مواد شائع ہونے پر فیس بک کے نظام پر پھر سے سوال,science
خاتون جس نے دو انسانی سروں کو بیگ میں ڈال کر طیارے میں سفر کیا,science
سابق پولیس انسپکٹر جو پُرانے ساتھیوں کو سڑک پر بھیک مانگتے ہوئے ملے,science
’مسئلہ میری بیوی میں نہیں مجھ میں ہے اور اب میں اپنا علاج کروا رہا ہوں‘,science
عمران خان: ہم نے جلسے جلوسوں پر پابندی لگا دی ہے امید ہے باقی بھی یہی کریں گے,science
گاندھی کو ’ہیرو‘ کہنے والے ان کے قاتل کو ’محب وطن‘ کیسے کہہ سکتے ہیں؟,science
سوشل میڈیا پر معلومات کی افراتفری کو کیسے ختم کیا جا سکتا ہے؟,science
کووِڈ 19: لاک ڈاؤن میں تنہا لوگوں کو پیار کا جھانسہ دینے والے فراڈیے,science
کیا محمد علی جناح نے اپنی اکلوتی بیٹی کو عاق کردیا تھا؟,science
بڑی ٹیکنالوجی کمپنیاں انٹرنیٹ پر آپ کی آزادی کیسے سلب کر رہی ہیں؟,science
کورونا وائرس ویکسین پر تحقیق: شمالی کوریا اور روس کے ہیکرز کے سائبر حملے,science
پاکستان میں نئی کمپنیوں کی رجسٹریشن میں اضافے کی وجوہات کیا ہیں؟,science
بی اماں، محمد علی کی ۔۔۔,science
اگر مہینے کی تاریخ 13 اور دن جمعہ ہو تو اس میں کیا برائی ہے؟,science
مقبول اداکار آصف بسرا کی مبینہ خودکشی، بالی وڈ میں ایک بار پھر غم کے ڈیرے,science
وائرل ویڈیو میں چار سالہ بچی کو ’سنا تو میں کانپنے اور رونے لگی ‘,science
’دو گھنٹے کے سکول سے زیادہ مجھے اپنے بچے کی جان عزیز ہے‘,science
کیا ایک ویڈیو پاکستان میں خواتین کو ہراساں کیے جانے کی حقیقت کو کم کر سکتی ہے؟,science
کورونا وائرس: کیا پاکستانی حکومت سینما گھروں، تھیٹرز اور مزاروں کو بند کرنے لگی ہے,science
انڈیا لو پراجیکٹ: ’ممنوع‘ شادیوں کی داستانیں سنانے والا انسٹاگرام اکاؤنٹ,science
سنگلز ڈے: دنیا بھر میں لوگ اربوں ڈالرز کی آن لائن شاپنگ کے لیے تیار,science
20 کروڑ میں شادی یا 20 ہزار میں: آپ شادی پر کتنا خرچ کرنا چاہیں گے؟,science
برطانیہ ’کورونا ویکسین کی فراہمی کے لیے تیار‘، پاکستان کے نئی ویکسین پر تحفظات,science
دنیا میں کورونا کہاں کہاں: جانیے نقشوں اور چارٹس کی مدد سے,science
کورونا وائرس اس قدر مہلک کیوں ہے؟,science
کورونا وائرس کی علامات کیا ہیں اور اس سے کیسے بچیں؟,science
وہ ملاقات جس نے سونیا حسین کو ’سراب‘ میں کام کرنے پر آمادہ کیا,science
گلگت بلتستان میں تیر چلے گا، شیر دھاڑے گا یا بلا سب پر بھاری ہوگا؟,science
’میں بے باک لڑکی ہوں لیکن اس لمحے میرا سانس رُک گیا‘,science
کورونا ویکسین کے پیچھے ترک نژاد جوڑے کی کہانی,science
دولہا دلہن پریشان: کسی کے جوڑے تیار، کسی کو بکنگ کرانے سے پہلے آخری لمحے پتہ چل گیا,science
ارنب گوسوامی کی ضمانت مسترد، ’اب تو انھیں بی جے پی بھی نہیں بچا سکتی‘,science
کیپٹن صفدر کا کورونا ٹیسٹ مثبت، ملک میں آٹھویں روز بھی ہزار سے زیادہ نئے مریض,science
مغل حرم سے منسلک عیش و نشاط کے تصور کو بدلنے والی شہزادی,science
’نامناسب خوراک وزن کے علاوہ بچوں کے قد پر بھی اثر انداز ہوتی ہے‘,science
کتا شاید انسان کا سب سے پرانا ساتھی ہے,science
والدین بچوں کے 'سکرین ٹائم' کو کیسے مفید بنا سکتے ہیں؟,science
کیا نیندرتھالز اور ہمارے آبا و اجداد کے درمیان جنگ سے نیندرتھالز ناپید ہوئے؟,science
کیا خلا نوردوں کو خلائی سٹیشن چھوڑ کر واپس آ جانا چاہیے؟,science
’انھوں نے میرے آباؤ اجداد کو چڑیل کہہ کر مار دیا‘,science
سوشل میڈیا پر غلط بیانی: ’فیک نیوز‘ کے خلاف ایکشن صرف صدر ٹرمپ اور امریکی انتخاب پر کیوں؟,science
امریکی حکام نے ایک ارب ڈالر کے بِٹ کوائنز ضبط کر لیے,science
واٹس ایپ پر سات دن بعد میسجز ’غائب‘ کرنے والا فیچر متعارف,science
ممبئی ہائی کورٹ نے ارنب گوسوامی کو ضمانت دینے سے انکار کر دیا,science
’ٹرمپ جانی آپ نے سب سے پہلے تو گھبرانا نہیں ہے‘,science
رنجیت سنگھ کی وہ ’محبوبہ‘ جس نےمہارانی بنے بغیر پنجاب پرحکومت کی,science
کانوں کی میل سے ذہنی تناؤ کی سطح کا اندازہ لگانا ممکن ہو سکتا ہے,science
انڈین شہریوں کو زیادہ چینی استعمال کرنے کی ترغیب کیوں دی جا رہی ہے؟,science
’کیا عورت کو بس ماں، بیوی ہی بننا ہوتا ہے، اُن کی اپنی کوئی زندگی نہیں‘,science
کیا امریکہ انڈیا کو پاکستان کے حساس علاقوں کے نقشوں تک رسائی فراہم کر سکتا ہے؟,science
’خودکش‘ خلائی مشن پر جانے والی ’لائیکا‘ خلا میں کتنے دن زندہ رہی؟,science
غالب اور سر سید: مشکل پسندی سے سہل پسندی کا سفر,science
کیا انڈین شہری کورونا کے خلاف زیادہ قوت مدافعت رکھتے ہیں؟,science
امریکہ سے نکالا جانے والا سائنسدان جس نے چین کو خلا میں پہنچا دیا,science
چین کے 'کاربن سِنک' علاقے ماحول کے لیے کیسے مددگار ثابت ہو رہے ہیں,science
آپ کی جنسی زندگی کو بہتر بنانے کا وعدہ کرنے والی چند ایپس,science
پاکستان سمیت مختلف ممالک کورونا وائرس کی ’دوسری لہر‘ کا مقابلہ کیسے کر رہے ہیں؟,science
مودی سے کنارہ کشی کرنے والا طوطا ’شرمیلا‘ تھا یا ’اینٹی نیشنل‘؟,science
ویکسینز میں پائی جانے والی عجیب و غریب اشیا,science
’انھوں نے پوچھا کہ کیا ہم نے نیچے کپڑے پہن رکھے ہیں؟‘,science
ایسٹ انڈیا کمپنی جس نے ایک خطے پر راج کیا,science
برطانوی وزیر اعظم بورس جانسن کا انگلینڈ میں دوبارہ ایک ماہ کے لاک ڈاؤن کا اعلان,science
غازی علم دین: ملزم اور مقدمہ,science
’اسقاطِ حمل نہ کروا کر میں نے اپنی زندگی کا بہترین فیصلہ کیا‘,science
امریکی خفیہ جغرافیائی معلومات انڈیا کے دفاعی نظام کے لیے کتنی اہم ہیں؟,science
کیا امریکہ واقعی آزاد ریاست ہے؟,science
فرانسیسی مصنوعات کے بائیکاٹ کی لپیٹ میں ’پاکستانی برانڈ‘ بھی,science
عالمی بحران کے باوجود بڑی ٹیکنالوجی کمپنیوں کا کاروبار کیسے چمک رہا ہے؟,science
راولاکوٹ: شہریوں کے تشدد کا نشانہ بننے والے سکیورٹی اہلکاروں کا تعلق کس محکمے سے تھا؟,science
کورونا: پاکستان میں تین ماہ بعد متاثرین کی یومیہ تعداد ایک ہزار سے زیادہ,science
گلی محلے کی کرکٹ کی پُرانی چالاکی یورپی لیگ میں بھی کام آ گئی!,science
لڑکے گڑیا اور لڑکیاں گاڑیوں سے کیوں نہیں کھیل سکتیں؟,science
ہواوے پر امریکی پابندیوں سے کیا سام سنگ کو فائدہ ہو رہا ہے؟,science
پلوامہ پر بیان: انڈیا میں سوشل میڈیا پر شور اور فواد چوہدری کی وضاحت,science
جاز پر اربوں روپے کے ٹیکس نادہندہ ہونے کا الزام، کمپنی آفس سیل,science
پاکستان میں انٹرنیٹ کی چوکیداری: ’یہ جارحانہ پابندیوں کا سال رہا‘,science
ٹرمپ کی دھمکیوں کے باوجود ٹک ٹاک کا کاروبار بڑھانے کا اعلان,science
’مسلم مخالف مواد تنازع‘: انڈیا فیس بک کی انکھی داس کون ہیں؟,science
دوحہ ایئرپورٹ پر خواتین کا ’تفصیلی معائنہ‘، قطر کا تحقیقات کا اعلان,science
’ہمارا نظام، ہمارا قانون ملزمان اور جرائم پیشہ افراد کو لاڈ پیار کرتا ہے‘,science
تحائف کی نیلامی سے ’کیا مہنگائی کنٹرول ہو جائے گی؟‘,science
وہ بچی جسے اپنے بھائی کی جان بچانے کے لیے دنیا میں لایا گیا,science
قازقستان نے ’ناپسندیدہ کردار‘ بورات کا مشہور فقرہ ’بہت اچھا‘ کیوں اپنایا؟,science
'فرانس معافی مانگ' اور 'ہم فرانس کے ساتھ ہیں' کے درمیان کچھ نہیں,science
جیک ما کا اینٹ گروپ 34 ارب ڈالر کے شیئر سٹاک مارکیٹ میں لائے گا,science
چاند کے روشن حصے پر پہلی بار پانی کے مالیکیول دریافت، ناسا کا اعلان,science
جنھوں نے ’ثبات‘ ڈرامہ نہیں دیکھا ’کیا وہ واقعی پاکستانی ہیں؟‘,science
نظامِ شمسی کی پہنچ سے دور کیا آباد ہے، خلائی جہازوں نے کیا دیکھا؟,science
